NomeLoja;LojaCampea;EnderecoWeb;Cidade;Estrelas;Segmento;Distancia;Tempo;Frete
A Dona do Pedaço;Não;https://www.ifood.com.br/delivery/paulista-pe/a-dona-do-pedaco-jardim-paulista/eeea4930-9fd4-460e-ae60-e57aa7decaf5;paulista-pe;-;Açaí;9.5 km;Fechado;R$ 24,99
Quitutes da Josi;Não;https://www.ifood.com.br/delivery/paulista-pe/quitutes-da-josi-pau-amarelo/2e6f0c17-6624-45cf-89d1-7405a7b4642e;paulista-pe;-;Brasileira;9.5 km;Fechado;R$ 24,99
Jc Galetu's e Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/jc-galetus-e-lanches-nobre/bd68415c-12a4-46ad-a693-2543d7c81c5e;paulista-pe;Novidade;Frangos;9.5 km;Fechado;R$ 24,99
Jana Pontes Doceria;Não;https://www.ifood.com.br/delivery/paulista-pe/jana-pontes-doceria-jardim-paulista/6c5b58dc-91f6-4b95-b84b-0f19e20d759f;paulista-pe;Novidade;Doces & Bolos;9.5 km;Fechado;R$ 24,99
Lili Doces;Não;https://www.ifood.com.br/delivery/paulista-pe/lili-doces-pau-amarelo/09a46715-71c6-4cc6-b6cb-2d4243def976;paulista-pe;Novidade;Doces & Bolos;9.6 km;Fechado;R$ 22,99
Makipote;Não;https://www.ifood.com.br/delivery/paulista-pe/makipote-maranguape-i/276c128a-dac2-4b8c-831e-37b4d53b7910;paulista-pe;Novidade;Japonesa;9.6 km;Fechado;R$ 24,99
Girl's Power Burguer;Não;https://www.ifood.com.br/delivery/paulista-pe/girls-power-burguer-jardim-paulista/a81f7a14-3bdc-41bc-975f-a8be98228782;paulista-pe;Novidade;Lanches;9.6 km;Fechado;R$ 24,99
Dona Gula Tapiocaria e Sobremesas;Não;https://www.ifood.com.br/delivery/paulista-pe/dona-gula-tapiocaria-e-sobremesas-jardim-paulista/98ad9d4c-ca8e-44c5-af20-db3a0a054172;paulista-pe;Novidade;Brasileira;9.6 km;Fechado;R$ 24,99
Açai da Hora;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-da-hora-pau-amarelo/dabc3585-fe6d-4495-9cdb-a9436d48f0f9;paulista-pe;-;Açaí;9.6 km;Fechado;R$ 24,99
Pastel Divino Sabor;Não;https://www.ifood.com.br/delivery/paulista-pe/pastel-divino-sabor-pau-amarelo/6587856a-4cd4-4fbc-944f-28117f342a71;paulista-pe;4.8;Lanches;9.6 km;Fechado;R$ 9,00
Divino Sabor Pastel;Não;https://www.ifood.com.br/delivery/paulista-pe/divino-sabor-pastel-pau-amarelo/41084712-6cea-442f-889f-f0403bf275ab;paulista-pe;Novidade;Lanches;9.6 km;Fechado;R$ 24,99
Maximussuplementos;Não;https://www.ifood.com.br/delivery/paulista-pe/maximussuplementos-pau-amarelo/5e2ddd33-ff68-44a6-8537-587d744740e0;paulista-pe;Novidade;Saudável;9.6 km;Fechado;R$ 24,99
Belle Brigadeiria;Não;https://www.ifood.com.br/delivery/paulista-pe/belle-brigadeiria-jardim-paulista/249034ff-03c4-4b7a-b6b5-f7ad9d2bdad6;paulista-pe;-;Doces & Bolos;9.6 km;Fechado;R$ 24,99
Sabor Caseiro;Não;https://www.ifood.com.br/delivery/paulista-pe/sabor-caseiro-jardim-paulista/1bea0628-eaf0-43b0-9e2c-2289a9244612;paulista-pe;-;Marmita;9.6 km;Fechado;R$ 7,50
Mel Galetos;Não;https://www.ifood.com.br/delivery/paulista-pe/mel-galetos-jardim-paulista/cc17804e-025e-4c88-a59c-69ee827c6927;paulista-pe;Novidade;Brasileira;9.6 km;Fechado;R$ 24,99
Esquina dos Temperos da Nina;Não;https://www.ifood.com.br/delivery/paulista-pe/esquina-dos-temperos-da-nina-pau-amarelo/e24725d6-2900-4c42-a148-f9b4849bd2ea;paulista-pe;3.3;Brasileira;9.6 km;Fechado;R$ 24,99
Rainha da Pizza;Não;https://www.ifood.com.br/delivery/paulista-pe/rainha-da-pizza-pau-amarelo/f4ce548b-81fb-4674-8819-f136f8c8de98;paulista-pe;Novidade;Pizza;9.6 km;Fechado;R$ 24,99
Arretado de Bom 402;Não;https://www.ifood.com.br/delivery/paulista-pe/arretado-de-bom-402-maranguape-i/87f50f31-2d52-4a6a-8a27-1d29ff722b00;paulista-pe;Novidade;Doces & Bolos;9.6 km;Fechado;R$ 24,99
Pizzaria Itália;Não;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-italia-pau-amarelo/c6916766-39a1-4c9a-ab95-3f5b137bd664;paulista-pe;Novidade;Pizza;9.7 km;Fechado;R$ 24,99
Feijoada do Forte;Não;https://www.ifood.com.br/delivery/paulista-pe/feijoada-do-forte-pau-amarelo/0cb1233a-e23b-469b-8b96-42e6fe8c6142;paulista-pe;-;Brasileira;9.7 km;Fechado;R$ 24,99
Massa em Casa;Não;https://www.ifood.com.br/delivery/paulista-pe/massa-em-casa-jardim-paulista/ea75c7f0-16ac-4703-a215-412752e7981d;paulista-pe;4.1;Italiana;9.7 km;Fechado;R$ 20,00
Linguine;Não;https://www.ifood.com.br/delivery/paulista-pe/linguine-jardim-paulista/3974416a-8060-4eb8-8a70-2ecbf3d1ee65;paulista-pe;5.0;Italiana;9.7 km;Fechado;R$ 24,99
Bar É Restaurante Pagode da Mangueira;Não;https://www.ifood.com.br/delivery/paulista-pe/bar-e-restaurante-pagode-da-mangueira-pau-amarelo/b47e77c8-3742-4969-aa9e-feb0bf23ccb9;paulista-pe;Novidade;Brasileira;9.7 km;Fechado;R$ 24,99
Juliana Açaí;Não;https://www.ifood.com.br/delivery/paulista-pe/juliana-acai-janga/49f6d22a-3579-4ee5-aff8-e983a9f61a87;paulista-pe;Novidade;Açaí;9.7 km;Fechado;R$ 24,99
Perdição Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/perdicao-lanches-janga/e9456514-2ced-4502-acaa-b71d2373be0a;paulista-pe;-;Lanches;9.7 km;Fechado;R$ 24,99
Tenda dos Luna;Não;https://www.ifood.com.br/delivery/paulista-pe/tenda-dos-luna-maranguape-i/aa2a66f4-2ba1-4c25-86b9-5848ddb468b6;paulista-pe;Novidade;Brasileira;9.7 km;Fechado;R$ 24,99
Cleide Cakes Doceria;Não;https://www.ifood.com.br/delivery/paulista-pe/cleide-cakes-doceria-pau-amarelo/0a41ad90-5743-43cc-85ea-e97aee250f10;paulista-pe;Novidade;Doces & Bolos;9.7 km;Fechado;R$ 24,99
Vem de Açaí;Não;https://www.ifood.com.br/delivery/paulista-pe/vem-de-acai-pau-amarelo/3477eafa-81aa-42eb-8c5b-aeca0fe09ddf;paulista-pe;Novidade;Açaí;9.7 km;Fechado;R$ 24,99
O Brigadeirista;Não;https://www.ifood.com.br/delivery/paulista-pe/o-brigadeirista-jardim-paulista/f8438db8-2a47-4aff-9b73-55a3264deada;paulista-pe;Novidade;Doces & Bolos;9.7 km;Fechado;R$ 24,99
Delicias da Wal;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-wal-jardim-paulista/50578742-103e-4cb6-bb40-07ea52333f49;paulista-pe;-;Brasileira;9.7 km;Fechado;R$ 24,99
Acai Di Casa;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-di-casa-pau-amarelo/b76e5646-7033-412a-a25b-ba18edec8e7f;paulista-pe;-;Açaí;9.8 km;Fechado;R$ 24,99
As Marias;Não;https://www.ifood.com.br/delivery/paulista-pe/as-marias-pau-amarelo/f1828bf8-9bc4-477a-a7b8-bd3785e0c033;paulista-pe;Novidade;Brasileira;9.8 km;Fechado;R$ 24,99
Menu Fit's Alimentação Saudavel;Não;https://www.ifood.com.br/delivery/paulista-pe/menu-fits-alimentacao-saudavel-janga/c14cc5c7-f8d7-42a8-81df-ecea30bfdf18;paulista-pe;Novidade;Saudável;9.8 km;Fechado;R$ 15,00
Nobre Hamburgueria;Não;https://www.ifood.com.br/delivery/paulista-pe/nobre-hamburgueria-nobre/8b1474aa-ed30-4303-b519-4031169e9093;paulista-pe;Novidade;Lanches;9.9 km;Fechado;R$ 24,99
Kitanda's Lanches, Pizzas e Pestiscos;Não;https://www.ifood.com.br/delivery/paulista-pe/kitandas-lanches-pizzas-e-pestiscos-pau-amarelo/5b652fd5-e6ef-43ac-8e75-7fc53304675a;paulista-pe;Novidade;Lanches;9.9 km;Fechado;R$ 24,99
Do Chef Açaiteria e Pizzaria;Não;https://www.ifood.com.br/delivery/paulista-pe/do-chef-acaiteria-e-pizzaria-pau-amarelo/e27e2c4d-7606-405c-bed3-d0e31b31aef1;paulista-pe;Novidade;Açaí;9.9 km;Fechado;R$ 24,99
Self Service Dona Dinha;Não;https://www.ifood.com.br/delivery/paulista-pe/self-service-dona-dinha-maranguape-i/3bb5730b-ed2e-4952-97de-36f403d7c7ff;paulista-pe;Novidade;Brasileira;9.9 km;Fechado;R$ 24,99
Espetinho do Th;Não;https://www.ifood.com.br/delivery/paulista-pe/espetinho-do-th-pau-amarelo/ed937546-14aa-49a9-923b-c31727e3bdc4;paulista-pe;Novidade;Carnes;9.9 km;Fechado;R$ 22,99
Bem Comedoria;Não;https://www.ifood.com.br/delivery/paulista-pe/bem-comedoria-maranguape-i/640d111f-8752-47ff-a44e-5a0f41c3d31d;paulista-pe;-;Variada;9.9 km;Fechado;R$ 24,99
Temperos da Nati;Não;https://www.ifood.com.br/delivery/paulista-pe/temperos-da-nati-vila-torres-galvao/e68df94d-acb9-45ec-b854-361ebcca47c5;paulista-pe;Novidade;Brasileira;9.9 km;Fechado;R$ 24,99
Motta's Glacê;Não;https://www.ifood.com.br/delivery/paulista-pe/mottas-glace-janga/c93d5857-ef4c-4021-a0f0-b2893541ce76;paulista-pe;Novidade;Lanches;9.9 km;Fechado;R$ 24,99
Sra Brigadeiro;Não;https://www.ifood.com.br/delivery/paulista-pe/sra-brigadeiro-mirueira/95474efc-f00c-45c0-964d-c2b412a4d182;paulista-pe;Novidade;Doces & Bolos;10.0 km;Fechado;R$ 24,99
Lucas Candy;Não;https://www.ifood.com.br/delivery/paulista-pe/lucas-candy-mirueira/e37296b2-4d92-498b-99f8-a38f0b74447e;paulista-pe;4.9;Doces & Bolos;10.0 km;Fechado;R$ 24,99
Starcout Artesanal;Não;https://www.ifood.com.br/delivery/paulista-pe/starcout-artesanal-mirueira/0ac20e7a-5139-4e8d-b9ea-0977400bacc7;paulista-pe;Novidade;Pizza;10.0 km;Fechado;R$ 24,99
Pizzaria do Andre;Não;https://www.ifood.com.br/delivery/itapissuma-pe/pizzaria-do-andre-centro/af7a9eb4-5d85-400f-992d-58c2051e0757;itapissuma-pe;Novidade;Pizza;10.3 km;Fechado;R$ 10,00
Na Sala Delivery - CUPOM RESTNOVO5AYJBN;Não;https://www.ifood.com.br/delivery/ilha-de-itamaraca-pe/na-sala-delivery---cupom-restnovo5ayjbn-rio-ambar/deb6a3b3-2dbf-4433-a969-acf5f1a86560;ilha-de-itamaraca-pe;Novidade;Bebidas;13.1 km;Fechado;Grátis
Prontapizzadelivery;Não;https://www.ifood.com.br/delivery/olinda-pe/prontapizzadelivery-jardim-atlantico/64b7c066-32cc-4b42-8534-15b8fff7b62d;olinda-pe;-;Pizza;14.2 km;Fechado;R$ 22,00
Mm Refeições;Não;https://www.ifood.com.br/delivery/olinda-pe/mm-refeicoes-jardim-atlantico/de0fdf95-4a4a-4fa6-9873-502a0b1cc9d3;olinda-pe;-;Brasileira;14.3 km;Fechado;R$ 15,00
